age,income,employment_duration_years,existing_loan_balance,credit_inquiries_last_6m,num_credit_cards,employment_type,marital_status,property_area,payment_status_code,high_risk_flag,approved
36,44852.06,21,4206.64,3,4,Salaried,Married,Rural,C0,0,1
47,49449.81,2,19749.57,2,2,Self-employed,Single,Urban,C2,0,1
26,36900.71,1,18050.57,0,2,Unemployed,Single,Urban,C1,0,1
38,75998.1,3,12113.37,4,3,Self-employed,Married,Rural,C2,0,0
57,94915.7,1,0.0,11,0,Unemployed,Married,Semiurban,C2,0,1
32,42298.44,19,0.0,11,2,Unemployed,Married,Urban,C0,0,1
25,72086.04,4,1066.25,8,6,Self-employed,Single,Urban,C4,1,0
45,39147.22,18,0.0,4,4,Salaried,Married,Rural,C3,1,0
26,57376.95,5,31712.43,6,4,Salaried,Married,Semiurban,C0,0,0
34,47741.76,30,17147.85,9,3,Unemployed,Married,Rural,C1,0,1
41,80047.39,22,11580.55,0,3,Salaried,Married,Urban,C0,0,1
47,48030.3,11,0.0,11,6,Unemployed,Single,Semiurban,C4,1,0
51,90291.51,13,0.0,10,6,Salaried,Married,Urban,C0,0,1
53,58856.98,2,11967.22,11,2,Self-employed,Married,Semiurban,C0,0,0
62,48759.91,1,39586.86,1,6,Salaried,Married,Urban,C4,1,0
21,33667.37,16,2218.98,11,0,Student,Married,Urban,C1,0,0
37,71330.11,0,24093.17,7,2,Salaried,Single,Semiurban,C0,0,0
18,87380.46,19,5281.37,6,2,Salaried,Divorced,Semiurban,C1,0,0
18,71833.03,11,12773.35,2,4,Unemployed,Single,Semiurban,C2,0,1
29,120970.79,4,29005.57,5,4,Salaried,Single,Semiurban,C0,0,0
49,100744.69,16,7156.68,4,3,Salaried,Married,Semiurban,C1,0,1
65,57311.81,17,2338.53,11,1,Unemployed,Single,Semiurban,C1,0,0
58,57049.31,23,31852.99,4,3,Unemployed,Divorced,Rural,C1,0,1
52,76742.42,6,12637.81,2,1,Salaried,Single,Rural,C5,1,0
59,44049.52,16,27276.87,11,3,Self-employed,Single,Rural,C1,0,0
27,94157.21,26,2406.52,2,2,Salaried,Single,Urban,C1,0,1
62,74040.01,8,31693.44,10,6,Salaried,Single,Semiurban,C2,0,0
65,71411.47,25,15830.78,11,5,Self-employed,Single,Rural,C0,0,0
23,82173.84,22,18087.03,3,1,Salaried,Single,Rural,C0,0,1
42,108070.75,13,13842.81,8,6,Salaried,Single,Semiurban,C5,1,0
61,69273.88,27,4923.35,9,4,Salaried,Single,Semiurban,C2,0,0
43,62173.99,29,11976.44,6,2,Unemployed,Single,Rural,C0,0,1
62,102717.99,7,5803.74,8,3,Self-employed,Single,Rural,C0,0,1
67,89188.76,30,25433.64,1,1,Salaried,Single,Semiurban,C0,0,1
43,56975.5,0,9157.2,6,0,Unemployed,Single,Urban,C0,0,0
21,65129.66,4,0.0,6,2,Unemployed,Single,Rural,C0,0,0
36,69884.52,1,0.0,6,5,Salaried,Single,Semiurban,C1,0,0
29,74045.32,11,0.0,11,2,Student,Single,Urban,C0,0,0
43,31085.0,29,20651.59,9,2,Salaried,Single,Urban,C1,0,0
49,26437.88,18,0.0,7,6,Salaried,Divorced,Semiurban,C4,1,0
42,42815.25,19,16201.2,4,6,Salaried,Single,Semiurban,C5,1,0
28,40881.54,2,13912.04,4,3,Salaried,Single,Rural,C3,1,0
33,48904.4,15,11094.08,0,0,Self-employed,Married,Urban,C1,0,1
54,80867.77,11,18137.67,6,4,Self-employed,Married,Urban,C1,0,1
19,60776.77,14,14216.25,3,5,Unemployed,Single,Semiurban,C1,0,1
29,69909.87,8,0.0,10,6,Salaried,Married,Urban,C0,0,0
65,34392.41,6,7469.25,9,6,Salaried,Married,Semiurban,C3,1,0
23,53458.94,29,17951.44,10,4,Salaried,Divorced,Semiurban,C2,0,0
39,79681.44,17,34963.96,11,0,Salaried,Divorced,Urban,C1,0,0
28,79873.81,12,35610.41,4,1,Unemployed,Married,Rural,C0,0,0
23,46885.65,2,0.0,5,5,Self-employed,Married,Urban,C0,0,1
40,69041.56,23,7103.85,7,4,Self-employed,Single,Rural,C3,1,1
45,119971.2,14,0.0,5,3,Self-employed,Married,Semiurban,C0,0,1
27,64560.05,11,33278.39,3,2,Salaried,Married,Semiurban,C0,0,1
22,47670.33,20,26179.99,8,4,Salaried,Single,Rural,C1,0,0
25,60655.94,4,16908.23,5,2,Salaried,Single,Urban,C2,0,0
52,67304.43,16,14325.33,11,1,Unemployed,Married,Rural,C0,0,1
63,61220.79,26,31328.84,2,6,Salaried,Married,Urban,C0,0,1
27,64216.13,14,28958.55,5,2,Salaried,Married,Rural,C2,0,1
34,28913.83,0,28212.63,6,1,Self-employed,Single,Urban,C4,1,0
36,40934.24,7,18393.52,10,0,Salaried,Married,Semiurban,C1,0,0
37,61266.62,1,7110.8,6,3,Salaried,Single,Urban,C2,0,1
30,60868.3,15,22739.75,0,6,Salaried,Married,Semiurban,C0,0,1
20,50845.27,11,23424.59,4,1,Salaried,Single,Urban,C2,0,0
45,60574.66,4,9331.08,10,1,Salaried,Single,Urban,C1,0,0
36,66525.37,21,7082.52,3,1,Unemployed,Single,Urban,C3,1,1
36,87235.34,5,27866.39,4,0,Self-employed,Single,Urban,C2,0,1
32,62519.71,10,35297.63,1,4,Salaried,Single,Semiurban,C0,0,0
67,74977.58,30,1508.46,8,2,Self-employed,Married,Semiurban,C0,0,0
50,51459.99,2,8312.73,1,5,Self-employed,Single,Urban,C3,1,0
40,79302.39,7,16913.06,4,2,Self-employed,Married,Rural,C0,0,0
28,74393.26,9,18812.39,8,4,Unemployed,Married,Semiurban,C2,0,0
60,86645.43,15,4686.87,10,0,Unemployed,Single,Urban,C1,0,1
65,82836.51,7,38369.29,2,2,Salaried,Married,Semiurban,C0,0,1
19,79718.39,30,17909.33,3,2,Salaried,Married,Semiurban,C2,0,1
67,62539.56,0,19439.37,1,0,Salaried,Married,Semiurban,C1,0,0
55,71123.48,29,36624.38,5,2,Salaried,Married,Rural,C3,1,1
23,91587.72,16,5713.14,11,3,Student,Married,Semiurban,C0,0,1
57,48698.14,1,10761.95,3,2,Self-employed,Divorced,Rural,C0,0,1
23,49289.81,3,0.0,3,3,Salaried,Single,Semiurban,C0,0,1
20,69535.78,3,9587.09,4,5,Unemployed,Single,Rural,C0,0,0
24,75381.99,8,0.0,10,5,Self-employed,Married,Semiurban,C2,0,0
42,44397.34,10,22469.89,6,0,Salaried,Single,Semiurban,C0,0,0
50,63130.94,19,17879.95,7,4,Unemployed,Married,Semiurban,C0,0,0
39,62650.03,9,8121.03,9,6,Salaried,Single,Rural,C5,1,0
24,12000.0,22,10594.07,8,6,Salaried,Single,Urban,C0,0,0
28,59510.15,9,22660.53,7,2,Salaried,Married,Urban,C0,0,1
63,61067.05,8,0.0,6,5,Unemployed,Single,Urban,C3,1,0
69,60992.68,8,14858.35,6,5,Salaried,Single,Urban,C2,0,0
57,100397.86,10,21793.14,2,2,Salaried,Married,Rural,C0,0,1
23,34605.04,25,0.0,4,6,Self-employed,Married,Semiurban,C5,1,0
61,44384.44,7,21589.13,10,4,Unemployed,Married,Urban,C1,0,0
54,12000.0,8,0.0,0,5,Salaried,Single,Semiurban,C0,0,0
45,52977.08,29,10353.68,9,5,Salaried,Married,Urban,C0,0,1
25,55108.91,20,0.0,6,5,Unemployed,Married,Rural,C4,1,0
70,52250.57,5,32037.45,4,6,Self-employed,Married,Rural,C0,0,1
41,92691.93,26,0.0,1,6,Salaried,Single,Urban,C3,1,1
20,86515.44,5,0.0,9,2,Salaried,Single,Semiurban,C0,0,0
29,66946.42,5,13866.93,0,3,Salaried,Married,Rural,C0,0,1
39,55734.67,13,6208.16,6,4,Self-employed,Married,Semiurban,C3,1,0
21,90654.74,21,0.0,1,5,Self-employed,Single,Rural,C5,1,1
35,64506.05,5,19361.41,10,2,Self-employed,Married,Urban,C0,0,0
42,44543.25,23,0.0,2,2,Salaried,Married,Urban,C0,0,1
68,22093.78,4,0.0,9,5,Unemployed,Single,Semiurban,C2,0,0
22,53967.14,24,3946.94,6,6,Salaried,Married,Urban,C1,0,0
48,83866.09,2,23231.11,0,6,Unemployed,Single,Rural,C1,0,1
66,121913.47,14,30136.56,8,1,Salaried,Married,Rural,C0,0,1
60,66540.26,19,27438.95,10,6,Salaried,Married,Urban,C4,1,0
67,45866.11,8,9854.17,2,5,Salaried,Married,Semiurban,C0,0,1
27,35375.87,18,0.0,11,1,Salaried,Divorced,Rural,C0,0,0
60,78798.87,21,17471.94,9,0,Salaried,Married,Rural,C0,0,0
69,20884.6,20,32588.03,8,1,Self-employed,Single,Urban,C0,0,0
35,78758.63,12,29273.07,4,6,Unemployed,Married,Rural,C1,0,0
44,85442.79,23,18481.29,1,5,Salaried,Divorced,Urban,C0,0,1
46,75906.99,22,0.0,5,4,Salaried,Single,Rural,C1,0,1
44,59508.46,10,4645.7,9,4,Salaried,Married,Semiurban,C0,0,0
33,79123.52,22,39073.4,7,2,Unemployed,Single,Urban,C0,0,1
69,69273.46,28,0.0,7,6,Salaried,Married,Semiurban,C3,1,1
68,45546.9,25,0.0,9,1,Salaried,Married,Semiurban,C1,0,1
38,111260.31,22,25195.72,4,2,Salaried,Divorced,Semiurban,C0,0,1
60,56208.02,23,5963.77,0,1,Salaried,Married,Urban,C0,0,1
39,84393.81,24,0.0,10,5,Self-employed,Single,Semiurban,C1,0,1
60,12000.0,8,33391.6,7,3,Salaried,Married,Rural,C2,0,0
48,96911.77,22,18454.78,6,4,Salaried,Divorced,Urban,C2,0,1
42,101719.09,6,6654.78,6,6,Unemployed,Single,Urban,C2,0,1
24,65745.84,11,0.0,10,1,Salaried,Single,Rural,C0,0,0
52,78969.28,28,40663.69,9,6,Self-employed,Married,Semiurban,C5,1,0
35,78962.88,8,11657.67,8,0,Salaried,Married,Semiurban,C0,0,1
29,48930.41,26,31562.59,9,5,Unemployed,Single,Rural,C0,0,0
28,78678.06,13,24510.87,3,4,Self-employed,Single,Urban,C1,0,1
70,44784.24,6,4707.38,8,5,Salaried,Single,Rural,C0,0,0
23,49781.08,3,4818.82,11,1,Unemployed,Married,Semiurban,C1,0,0
60,93173.58,16,32248.41,2,6,Salaried,Married,Urban,C0,0,1
63,89366.44,13,32475.24,6,5,Salaried,Married,Rural,C2,0,0
19,47340.61,15,0.0,8,0,Self-employed,Married,Rural,C2,0,0
49,46660.59,1,19696.92,6,3,Self-employed,Single,Urban,C1,0,0
48,48860.08,8,10302.99,11,5,Salaried,Married,Rural,C1,0,1
37,83315.99,0,0.0,4,3,Salaried,Single,Rural,C0,0,0
53,40000.38,9,15664.45,2,2,Salaried,Single,Rural,C3,1,1
39,73917.82,28,0.0,1,1,Self-employed,Married,Urban,C1,0,1
41,83671.17,4,5469.63,10,3,Student,Married,Urban,C1,0,1
40,62793.86,21,821.37,8,6,Salaried,Divorced,Rural,C0,0,0
60,90251.59,0,5002.92,6,4,Student,Single,Rural,C0,0,0
51,57392.25,17,10999.3,5,5,Salaried,Single,Urban,C0,0,0
38,59653.61,28,0.0,4,5,Self-employed,Single,Semiurban,C2,0,1
67,40568.84,10,34024.51,11,5,Unemployed,Married,Urban,C3,1,0
60,90429.43,6,18905.97,8,2,Self-employed,Single,Semiurban,C5,1,0
67,45836.99,17,37123.88,11,5,Salaried,Married,Semiurban,C1,0,0
56,73744.3,8,9758.88,9,2,Salaried,Married,Urban,C1,0,1
38,63217.1,27,4316.94,9,4,Salaried,Married,Semiurban,C2,0,1
58,38680.42,26,36617.82,6,2,Self-employed,Married,Semiurban,C0,0,1
35,49772.42,20,3907.16,2,6,Student,Single,Semiurban,C1,0,1
32,99571.81,19,9503.91,7,5,Salaried,Married,Rural,C2,0,1
41,70041.44,18,22080.66,8,4,Salaried,Married,Urban,C0,0,0
69,39771.24,22,0.0,6,3,Salaried,Married,Urban,C0,0,1
48,72633.21,14,21958.13,0,3,Self-employed,Married,Semiurban,C0,0,1
38,61347.15,30,20166.86,11,5,Self-employed,Single,Semiurban,C1,0,1
42,151351.16,10,29770.55,9,1,Salaried,Single,Urban,C0,0,1
33,72128.1,0,24460.62,4,5,Self-employed,Single,Rural,C0,0,1
52,55484.38,21,30199.7,5,1,Salaried,Divorced,Urban,C0,0,1
36,100500.7,20,10454.09,1,0,Self-employed,Married,Urban,C3,1,1
47,18974.1,30,0.0,11,5,Salaried,Married,Rural,C3,1,0
37,67358.0,12,41539.8,2,4,Salaried,Married,Rural,C4,1,0
34,114860.71,13,0.0,4,2,Self-employed,Single,Semiurban,C3,1,1
69,62095.02,17,0.0,5,4,Self-employed,Married,Urban,C0,0,1
36,21667.47,12,19911.79,3,5,Salaried,Married,Urban,C0,0,0
21,55102.05,24,34749.8,7,5,Self-employed,Single,Urban,C1,0,1
38,101362.95,13,14653.71,11,6,Salaried,Married,Semiurban,C1,0,1
46,74401.74,24,25990.25,10,5,Salaried,Married,Semiurban,C2,0,0
23,44028.6,13,0.0,6,3,Student,Married,Urban,C0,0,0
34,47868.93,6,5006.37,1,1,Unemployed,Single,Semiurban,C4,1,0
26,51007.49,30,0.0,10,0,Salaried,Married,Rural,C0,0,0
44,74029.95,16,22925.75,3,4,Unemployed,Divorced,Urban,C1,0,1
56,98454.9,21,0.0,10,4,Self-employed,Divorced,Urban,C3,1,0
69,91310.58,18,0.0,4,4,Salaried,Single,Rural,C1,0,1
38,76400.3,11,19196.35,6,0,Salaried,Single,Urban,C2,0,1
63,31708.88,30,26865.54,5,4,Salaried,Married,Urban,C2,0,1
29,31801.69,11,9774.45,5,5,Self-employed,Single,Urban,C2,0,0
59,78331.3,30,19982.42,1,5,Unemployed,Single,Semiurban,C3,1,1
47,31363.22,13,19529.03,6,3,Salaried,Married,Semiurban,C0,0,1
58,59360.82,0,8984.02,4,0,Salaried,Single,Semiurban,C0,0,0
58,72603.76,1,0.0,10,3,Salaried,Single,Semiurban,C3,1,0
46,36560.15,30,19908.48,5,4,Salaried,Divorced,Semiurban,C1,0,1
31,39393.44,16,20583.34,11,3,Unemployed,Single,Urban,C1,0,0
45,62646.97,12,24516.34,3,4,Salaried,Divorced,Rural,C1,0,0
61,77591.26,25,16368.93,3,3,Self-employed,Single,Rural,C0,0,1
69,91537.97,19,0.0,0,3,Salaried,Single,Semiurban,C1,0,1
67,80176.34,20,21664.76,8,2,Self-employed,Single,Urban,C5,1,0
27,66841.41,21,11980.66,0,4,Self-employed,Single,Rural,C0,0,1
49,46345.13,6,5241.68,3,1,Self-employed,Single,Urban,C0,0,0
23,38227.33,2,7875.1,10,3,Salaried,Married,Urban,C0,0,0
53,52228.07,22,2336.4,7,2,Self-employed,Divorced,Rural,C1,0,1
70,75248.39,0,24443.81,6,4,Self-employed,Single,Urban,C0,0,0
20,73415.59,22,0.0,9,6,Self-employed,Single,Urban,C2,0,1
52,12502.45,4,0.0,9,4,Self-employed,Married,Semiurban,C0,0,0
68,45358.07,8,7397.18,10,0,Unemployed,Married,Semiurban,C0,0,0
62,95112.69,21,34592.51,7,4,Salaried,Single,Semiurban,C0,0,0
38,66980.38,19,26759.93,5,2,Salaried,Single,Urban,C0,0,1
23,29574.78,24,0.0,1,0,Student,Single,Semiurban,C3,1,1
66,123895.53,18,30918.86,4,1,Salaried,Married,Urban,C4,1,0
66,64276.46,1,30891.88,8,6,Unemployed,Single,Rural,C2,0,0
48,74608.35,26,0.0,3,2,Self-employed,Married,Urban,C3,1,0
69,74988.12,6,0.0,8,1,Unemployed,Single,Urban,C0,0,1
18,55810.11,4,10988.9,1,0,Self-employed,Single,Semiurban,C3,1,0
50,46810.66,27,27713.94,0,4,Unemployed,Married,Urban,C1,0,1
20,118041.87,6,34277.67,4,5,Self-employed,Single,Semiurban,C2,0,0
67,90080.15,16,0.0,2,2,Salaried,Married,Urban,C1,0,1
54,85548.43,15,36527.71,10,0,Salaried,Married,Semiurban,C0,0,0
66,79407.23,23,0.0,4,2,Salaried,Married,Urban,C0,0,1
47,39917.07,1,6847.29,5,4,Salaried,Married,Semiurban,C0,0,0
22,96938.25,3,6159.05,4,0,Student,Single,Urban,C1,0,1
19,43921.68,12,28132.72,3,1,Salaried,Single,Urban,C1,0,1
35,72082.17,14,30176.23,11,0,Self-employed,Married,Urban,C5,1,0
57,24015.25,24,25359.13,8,3,Salaried,Married,Rural,C0,0,0
26,13978.53,18,0.0,1,1,Salaried,Single,Semiurban,C1,0,0
63,72957.28,4,24076.67,2,1,Student,Single,Urban,C1,0,0
30,44772.52,30,19126.59,0,0,Salaried,Single,Urban,C0,0,1
44,15270.81,14,0.0,3,5,Self-employed,Single,Urban,C0,0,1
28,78515.24,29,0.0,7,3,Salaried,Single,Urban,C1,0,1
42,118002.02,30,26531.85,11,6,Salaried,Married,Semiurban,C1,0,1
41,99739.01,1,9478.61,5,2,Salaried,Divorced,Urban,C0,0,1
18,58567.05,15,0.0,0,1,Self-employed,Single,Rural,C0,0,1
48,65221.13,13,9085.59,0,1,Salaried,Single,Rural,C0,0,1
59,87192.66,15,17096.58,4,6,Unemployed,Single,Urban,C3,1,0
67,93053.2,9,10840.08,3,4,Self-employed,Single,Urban,C3,1,1
35,56411.61,17,0.0,6,2,Salaried,Married,Urban,C0,0,0
64,65854.44,15,38397.8,1,4,Salaried,Single,Urban,C1,0,0
64,72515.37,5,26059.05,2,3,Salaried,Divorced,Semiurban,C4,1,1
70,78846.91,8,7304.72,6,0,Self-employed,Married,Urban,C0,0,0
37,61673.09,4,7868.67,3,4,Salaried,Married,Urban,C0,0,1
63,61997.87,26,17032.82,4,0,Salaried,Divorced,Urban,C0,0,0
47,99495.81,20,0.0,2,1,Salaried,Married,Semiurban,C0,0,1
21,95238.02,12,16517.47,0,4,Salaried,Divorced,Urban,C3,1,0
32,76935.26,12,0.0,4,3,Self-employed,Single,Rural,C3,1,1
53,107977.73,2,11012.52,3,1,Salaried,Divorced,Urban,C1,0,1
26,55338.86,8,0.0,10,0,Salaried,Single,Urban,C0,0,1
41,105574.34,28,0.0,10,4,Salaried,Single,Semiurban,C3,1,1
59,78562.89,0,35040.12,5,4,Self-employed,Divorced,Semiurban,C0,0,0
25,146775.65,4,12829.16,3,1,Self-employed,Single,Semiurban,C0,0,1
44,35187.95,26,14903.69,5,2,Salaried,Single,Semiurban,C0,0,1
29,47766.37,16,0.0,7,2,Salaried,Single,Urban,C3,1,1
46,75469.95,1,3641.98,4,6,Self-employed,Single,Urban,C2,0,1
30,74930.85,15,18456.97,9,5,Salaried,Single,Urban,C1,0,0
69,113753.47,23,14717.91,11,1,Self-employed,Single,Semiurban,C2,0,0
22,48290.63,10,0.0,4,3,Salaried,Married,Semiurban,C0,0,1
69,87622.96,11,14899.93,1,6,Salaried,Married,Semiurban,C0,0,1
59,94061.58,19,17131.82,1,2,Salaried,Single,Rural,C3,1,0
63,82616.2,18,29972.67,10,0,Salaried,Married,Semiurban,C4,1,0
63,40975.09,27,2826.76,4,2,Self-employed,Married,Rural,C1,0,1
27,100193.97,7,0.0,3,4,Salaried,Married,Semiurban,C0,0,0
67,95733.12,8,0.0,7,6,Salaried,Married,Semiurban,C5,1,0
49,79989.61,4,0.0,11,2,Salaried,Divorced,Semiurban,C0,0,1
68,70108.69,20,22313.92,5,0,Salaried,Single,Urban,C0,0,0
64,70652.7,16,0.0,3,1,Self-employed,Married,Urban,C0,0,1
48,63031.61,10,5723.01,10,2,Self-employed,Divorced,Semiurban,C0,0,1
37,81019.63,21,31961.14,0,0,Student,Married,Urban,C1,0,1
24,65778.37,11,12100.97,10,0,Salaried,Single,Urban,C1,0,0
23,43786.88,6,24548.44,6,4,Salaried,Married,Rural,C0,0,0
38,38785.21,16,0.0,0,5,Salaried,Married,Semiurban,C0,0,1
60,46199.09,13,0.0,2,1,Unemployed,Single,Urban,C1,0,1
44,70553.31,12,32121.39,8,3,Salaried,Married,Urban,C1,0,0
43,64326.1,13,13417.02,9,4,Salaried,Married,Rural,C0,0,1
30,70383.59,28,13445.84,2,4,Self-employed,Married,Rural,C0,0,1
47,77520.33,6,0.0,7,6,Salaried,Single,Semiurban,C3,1,0
51,49316.98,8,13410.94,11,6,Salaried,Married,Urban,C5,1,0
70,101641.5,17,0.0,8,2,Salaried,Married,Urban,C0,0,0
56,58307.23,1,28616.19,8,6,Self-employed,Single,Urban,C2,0,0
50,54164.33,4,50189.63,2,0,Self-employed,Married,Rural,C3,1,0
66,77059.66,17,18775.17,7,6,Salaried,Single,Semiurban,C0,0,0
40,19087.24,15,3110.75,8,0,Self-employed,Married,Rural,C4,1,0
67,45236.64,20,0.0,1,0,Salaried,Married,Urban,C1,0,1
37,89526.82,3,0.0,3,0,Salaried,Married,Rural,C1,0,1
24,21564.45,26,33768.07,10,0,Unemployed,Married,Semiurban,C1,0,1
40,92939.35,15,0.0,11,3,Self-employed,Single,Semiurban,C0,0,1
24,102778.41,4,6808.31,2,4,Unemployed,Married,Semiurban,C2,0,1
24,55763.62,9,21174.56,8,5,Self-employed,Single,Semiurban,C2,0,0
64,72295.32,7,32752.06,6,0,Salaried,Married,Rural,C0,0,0
60,92977.18,14,9205.78,7,2,Salaried,Single,Semiurban,C1,0,1
29,53330.27,14,6334.66,6,0,Salaried,Married,Rural,C4,1,1
62,86694.39,13,13002.69,10,1,Salaried,Married,Urban,C3,1,0
21,48221.28,14,3213.07,5,5,Salaried,Single,Urban,C1,0,1
33,53059.94,28,3966.53,7,4,Salaried,Single,Urban,C0,0,1
55,45016.59,29,17766.32,8,1,Salaried,Single,Urban,C0,0,1
34,73566.18,15,14594.08,6,2,Unemployed,Single,Rural,C0,0,1
56,93949.23,29,41842.47,10,6,Salaried,Single,Urban,C3,1,1
64,60397.18,25,18143.88,2,4,Salaried,Married,Urban,C2,0,1
21,33218.77,25,28116.04,11,1,Self-employed,Married,Urban,C4,1,0
19,37932.33,6,0.0,8,6,Self-employed,Divorced,Semiurban,C0,0,0
67,74864.99,13,19352.2,11,1,Salaried,Single,Rural,C5,1,0
45,111102.91,10,1878.26,4,2,Self-employed,Single,Rural,C5,1,0
44,74843.12,2,17536.35,5,4,Self-employed,Married,Urban,C2,0,0
42,55327.59,2,21639.2,0,3,Unemployed,Married,Semiurban,C3,1,0
40,84154.6,19,12698.16,11,0,Salaried,Married,Urban,C1,0,1
54,59012.53,13,45702.56,9,5,Salaried,Married,Rural,C0,0,0
48,55542.87,25,31991.72,3,1,Self-employed,Married,Urban,C0,0,1
26,41038.52,20,28481.43,0,4,Salaried,Married,Rural,C0,0,0
51,100211.22,2,22700.01,8,2,Self-employed,Divorced,Rural,C0,0,0
53,12000.0,25,36687.05,8,5,Self-employed,Single,Semiurban,C2,0,0
24,84946.48,15,0.0,6,6,Self-employed,Married,Rural,C0,0,1
37,53406.38,17,31183.96,1,5,Student,Married,Urban,C0,0,0
59,54741.48,29,0.0,11,6,Self-employed,Single,Urban,C0,0,0
50,107307.88,19,4099.25,5,3,Unemployed,Divorced,Urban,C2,0,1
25,47146.72,0,19859.49,8,0,Self-employed,Married,Urban,C4,1,0
20,47998.27,5,29265.08,10,3,Salaried,Married,Semiurban,C1,0,0
48,61740.14,13,0.0,6,3,Self-employed,Single,Semiurban,C2,0,1
42,75346.18,1,4824.37,1,5,Self-employed,Single,Rural,C5,1,1
68,53953.61,5,13365.45,10,1,Student,Married,Rural,C2,0,0
45,25653.53,24,9390.88,8,4,Salaried,Single,Urban,C2,0,0
67,43357.55,4,23956.45,10,3,Salaried,Single,Urban,C1,0,0
29,97033.35,5,60102.99,7,4,Unemployed,Single,Semiurban,C5,1,0
41,66869.42,15,17870.49,10,2,Salaried,Single,Urban,C0,0,1
25,76277.18,2,1707.25,10,2,Self-employed,Married,Semiurban,C2,0,0
48,58464.47,7,0.0,2,1,Salaried,Married,Semiurban,C1,0,1
27,48512.56,29,7446.45,2,5,Salaried,Single,Semiurban,C0,0,1
44,106939.24,19,0.0,1,0,Salaried,Married,Semiurban,C2,0,1
36,60295.2,29,18545.7,9,1,Unemployed,Single,Rural,C3,1,0
27,53915.75,10,18328.3,2,2,Salaried,Single,Semiurban,C3,1,0
23,92403.56,19,5515.65,5,1,Self-employed,Married,Rural,C4,1,1
45,46940.99,7,39789.37,9,6,Self-employed,Married,Rural,C2,0,0
68,50131.82,11,1703.74,5,2,Self-employed,Single,Semiurban,C1,0,1
28,65256.17,5,10327.97,0,1,Salaried,Married,Urban,C4,1,1
39,65006.75,25,20948.28,4,1,Salaried,Single,Rural,C0,0,1
29,71490.28,5,24488.77,1,1,Unemployed,Married,Urban,C0,0,1
60,117291.73,6,29886.07,4,4,Salaried,Single,Semiurban,C1,0,1
39,73406.21,14,17998.95,8,3,Salaried,Married,Semiurban,C1,0,0
69,12000.0,13,26712.78,6,1,Unemployed,Married,Urban,C2,0,0
30,73157.47,9,2688.49,8,6,Salaried,Single,Urban,C3,1,0
22,65947.0,11,24853.15,1,4,Salaried,Married,Urban,C0,0,0
48,66086.25,9,24666.21,9,2,Student,Married,Rural,C3,1,0
52,71148.68,28,33180.41,5,3,Salaried,Single,Semiurban,C1,0,0
70,64283.04,17,0.0,3,4,Salaried,Married,Rural,C4,1,1
64,63684.7,28,0.0,7,1,Salaried,Married,Rural,C0,0,1
64,80326.11,30,23523.97,1,5,Self-employed,Single,Semiurban,C1,0,1
51,51447.98,20,0.0,5,1,Unemployed,Divorced,Rural,C2,0,1
37,41307.84,25,18888.09,5,0,Self-employed,Single,Semiurban,C1,0,1
40,140594.54,3,26837.26,1,3,Student,Married,Urban,C0,0,1
25,47103.56,29,3930.75,11,6,Salaried,Married,Rural,C0,0,1
40,67503.57,14,5977.34,4,5,Self-employed,Divorced,Rural,C0,0,0
37,27608.49,22,0.0,0,2,Salaried,Married,Urban,C1,0,1
19,67911.71,7,4698.34,5,2,Unemployed,Married,Rural,C1,0,1
28,41669.36,2,5104.04,11,4,Unemployed,Single,Urban,C1,0,0
46,53938.18,27,2440.22,8,1,Salaried,Single,Rural,C2,0,1
37,91126.62,13,1672.51,7,5,Unemployed,Married,Semiurban,C0,0,1
70,76800.24,4,8205.93,10,2,Self-employed,Single,Urban,C0,0,0
43,79210.24,20,8036.54,1,1,Salaried,Married,Rural,C2,0,1
68,20719.88,1,38237.85,6,0,Self-employed,Single,Semiurban,C2,0,0
53,110922.38,13,6481.41,3,4,Student,Single,Urban,C2,0,1
20,35202.97,21,16818.1,8,0,Salaried,Single,Rural,C2,0,0
28,103214.02,22,3923.64,10,5,Salaried,Married,Rural,C5,1,1
55,90538.6,14,3745.66,0,6,Student,Single,Semiurban,C4,1,1
46,79433.32,11,0.0,1,0,Salaried,Single,Semiurban,C1,0,1
33,43625.38,25,0.0,11,0,Salaried,Divorced,Urban,C0,0,1
45,68789.75,5,0.0,5,6,Self-employed,Married,Urban,C0,0,0
65,53226.96,2,14571.76,3,0,Self-employed,Married,Semiurban,C1,0,0
38,65725.99,4,27066.43,1,2,Salaried,Single,Urban,C1,0,0
20,58753.19,24,0.0,4,6,Salaried,Single,Semiurban,C0,0,1
34,14034.74,14,4312.92,0,0,Unemployed,Married,Rural,C0,0,1
67,93044.6,1,0.0,2,4,Salaried,Single,Rural,C4,1,0
58,62972.32,5,8300.12,2,2,Self-employed,Single,Semiurban,C0,0,1
62,52879.99,0,27060.77,1,3,Unemployed,Divorced,Semiurban,C2,0,0
66,50991.82,25,5743.65,11,6,Salaried,Single,Rural,C4,1,0
24,73961.49,14,11334.76,9,4,Unemployed,Divorced,Rural,C2,0,0
32,42656.09,2,32373.2,11,2,Self-employed,Single,Urban,C0,0,0
21,12000.0,6,18410.61,2,6,Unemployed,Single,Semiurban,C3,1,0
18,75178.25,19,1358.71,3,4,Salaried,Single,Urban,C2,0,1
62,77977.57,18,14224.81,3,0,Salaried,Divorced,Urban,C0,0,1
